timestamp,btc_open,btc_close,btc_volume,btc_number_of_trades,eth_open,eth_close,eth_volume,eth_number_of_trades,djia_open,djia_close,djia_volume,ixic_open,ixic_close,ixic_volume
1504740000000.0,4691.66,4282.8,1132.255046,4733,334.49,302.99,4915.75693,3227,21820.38086,21784.7793,333810000.0,6402.93994,6397.87012,1998380000.0
1504830000000.0,4282.8,4258.81,658.782952,3777,300.01,296.74,2740.58822,1956,21764.42969,21797.78906,289400000.0,6389.6499,6360.18994,1785560000.0
1504920000000.0,4258.81,4130.37,660.373275,3435,296.72,293.5,4156.45099,2494,21818.88281,21884.31575,297190000.0,6396.82666,6384.213217,1796806667.0
1505000000000.0,4153.62,4208.47,699.989065,4228,293.51,297.3,4829.64647,3490,21873.33594,21970.84245,304980000.0,6404.00342,6408.236493,1808053333.0
1505090000000.0,4208.6,4163.72,879.630319,6501,297.78,293.96,5176.31402,5279,21927.78906,22057.36914,312770000.0,6411.18018,6432.25977,1819300000.0
1505170000000.0,4159.72,3944.69,913.462545,5019,293.93,276.91,6451.22836,4527,22090.56055,22118.85938,364580000.0,6448.81006,6454.27979,1745090000.0
1505260000000.0,3944.0,3189.02,1665.021543,9066,275.76,215.21,12601.95676,8166,22103.4707,22158.17969,291890000.0,6440.72021,6460.18994,1942090000.0
1505350000000.0,3188.01,3700.0,1968.866492,10445,217.0,253.0,14223.8953,9198,22144.96094,22203.48047,297780000.0,6439.45996,6429.08008,1809170000.0
1505430000000.0,3674.01,3714.95,1297.563953,8809,255.99,249.31,10362.06011,8859,22252.43945,22268.33984,527540000.0,6426.16016,6448.47021,2821110000.0
1505520000000.0,3685.23,3699.99,682.17121,6355,249.32,257.55,4614.53337,5277,22267.59961,22289.3431,452606666.7,6437.473473,6450.526853,2505553333.0
1505610000000.0,3690.0,4035.01,1030.006455,8220,257.53,294.57,4125.97051,3440,22282.75976,22310.34635,377673333.3,6448.786787,6452.583497,2189996667.0
1505690000000.0,4060.0,3910.04,902.332129,7342,296.0,284.0,1869.90852,1896,22297.91992,22331.34961,302740000.0,6460.1001,6454.64014,1874440000.0
1505780000000.0,3910.04,3900.0,720.935076,7231,284.01,282.0,1060.56734,1431,22349.69922,22370.80078,295570000.0,6465.56982,6461.31982,1809710000.0
1505870000000.0,3889.99,3609.99,1001.654084,8714,285.1,257.0,1912.55583,2751,22351.38086,22412.58984,334560000.0,6459.74023,6456.04004,2052520000.0
1505950000000.0,3592.84,3595.87,838.966425,8152,258.0,264.0,1464.5125,2144,22414.01953,22359.23047,287390000.0,6448.56982,6422.68994,1772790000.0
1506040000000.0,3595.88,3780.0,752.792791,8402,259.99,285.93,2824.33572,3901,22334.07031,22349.58984,297140000.0,6401.43994,6426.91992,1639100000.0
1506120000000.0,3779.54,3660.02,661.63639,8724,286.5,282.0,5575.54422,8022,22329.53711,22331.75651,308903333.3,6401.99658,6408.143227,1776203333.0
1506210000000.0,3660.02,3920.75,727.994713,9740,282.0,294.42,5870.48035,9165,22325.0039,22313.92317,320666666.7,6402.55322,6389.366533,1913306667.0
1506300000000.0,3928.0,3882.35,526.727987,7971,294.42,287.9,4566.92804,7329,22320.4707,22296.08984,332430000.0,6403.10986,6370.58984,2050410000.0
1506380000000.0,3882.36,4193.0,628.170966,8373,289.91,309.74,5518.10382,8208,22322.0293,22284.32031,285990000.0,6391.8501,6380.16016,1926420000.0
1506470000000.0,4192.11,4174.5,849.785325,11426,309.81,302.44,6600.90922,10534,22330.92969,22340.71094,342900000.0,6414.37012,6453.25977,2053720000.0
